Date,datevalue,t,Close
2010-04-06,40274,2010.264,83.37
2010-04-05,40273,2010.261,79.99
2010-04-01,40269,2010.25,75
2010-03-31,40268,2010.25,73.74
2010-03-30,40267,2010.247,75.06
2010-03-29,40266,2010.244,73.9
2010-03-26,40263,2010.236,74.3
2010-03-25,40262,2010.233,73.54
2010-03-24,40261,2010.231,72.37
2010-03-23,40260,2010.228,72.96
2010-03-22,40259,2010.225,72.89
2010-03-19,40256,2010.217,70.45
2010-03-18,40255,2010.214,70.54
2010-03-17,40254,2010.211,70.92
2010-03-16,40253,2010.208,70.63
2010-03-15,40252,2010.206,69.6
2010-03-12,40249,2010.197,69.98
2010-03-11,40248,2010.194,71.19
2010-03-10,40247,2010.192,71.28
2010-03-09,40246,2010.189,69.94
2010-03-08,40245,2010.186,68.68
2010-03-05,40242,2010.178,67.65
2010-03-04,40241,2010.175,68.01
2010-03-03,40240,2010.172,67.55
2010-03-02,40239,2010.169,68.98
2010-03-01,40238,2010.167,69.7
2010-02-26,40235,2010.153,66.05
2010-02-25,40234,2010.15,65.61
2010-02-24,40233,2010.147,64.69
2010-02-23,40232,2010.144,64.35
2010-02-22,40231,2010.142,65.27
2010-02-19,40228,2010.133,66.65
2010-02-18,40227,2010.131,66.1
2010-02-17,40226,2010.128,64.51
2010-02-16,40225,2010.125,64.86
2010-02-12,40221,2010.114,63.18
2010-02-11,40220,2010.111,63.36
2010-02-10,40219,2010.108,61.49
2010-02-09,40218,2010.106,62.13
2010-02-08,40217,2010.103,60.9
2010-02-05,40214,2010.094,60.84
2010-02-04,40213,2010.092,60.34
2010-02-03,40212,2010.089,61.95
2010-02-02,40211,2010.086,61.85
2010-02-01,40210,2010.083,61.03
2010-01-29,40207,2010.078,62.25
2010-01-28,40206,2010.075,63.04
2010-01-27,40205,2010.072,50.97
2010-01-26,40204,2010.069,49.95
2010-01-25,40203,2010.067,49.13
2010-01-22,40200,2010.058,50.89
2010-01-21,40199,2010.056,51.19
2010-01-20,40198,2010.053,51.24
2010-01-19,40197,2010.05,51.2
2010-01-15,40193,2010.039,50.95
2010-01-14,40192,2010.036,50.99
2010-01-13,40191,2010.033,53.96
2010-01-12,40190,2010.031,52.37
2010-01-11,40189,2010.028,53.23
2010-01-08,40186,2010.019,53.3
2010-01-07,40185,2010.017,52.4
2010-01-06,40184,2010.014,53.32
2010-01-05,40183,2010.011,51.51
2010-01-04,40182,2010.008,53.48
2009-12-31,40178,2010,55.09
2009-12-30,40177,2009.997,55.63
2009-12-29,40176,2009.994,56.98
2009-12-28,40175,2009.992,57.34
2009-12-24,40171,2009.981,56.89
2009-12-23,40170,2009.978,56.85
2009-12-22,40169,2009.975,53.61
2009-12-21,40168,2009.972,53.96
2009-12-18,40165,2009.964,53.27
2009-12-17,40164,2009.961,53.73
2009-12-16,40163,2009.958,55.08
2009-12-15,40162,2009.956,56.92
2009-12-14,40161,2009.953,56.41
2009-12-11,40158,2009.944,55.7
2009-12-10,40157,2009.942,56.74
2009-12-09,40156,2009.939,55.96
2009-12-08,40155,2009.936,55.92
2009-12-07,40154,2009.933,55.91
2009-12-04,40151,2009.925,56.23
2009-12-03,40150,2009.922,57.99
2009-12-02,40149,2009.919,59
2009-12-01,40148,2009.917,58.23
2009-11-30,40147,2009.914,58.63
2009-11-27,40144,2009.906,57.85
2009-11-25,40142,2009.9,59.22
2009-11-24,40141,2009.897,59.67
2009-11-23,40140,2009.894,60.38
2009-11-20,40137,2009.886,59.97
2009-11-19,40136,2009.883,60.26
2009-11-18,40135,2009.881,61.13
2009-11-17,40134,2009.878,60.75
2009-11-16,40133,2009.875,59.46
2009-11-13,40130,2009.867,59.33
2009-11-12,40129,2009.864,58.19
2009-11-11,40128,2009.861,59.44
2009-11-10,40127,2009.858,58.4
2009-11-09,40126,2009.856,57.2
2009-11-06,40123,2009.847,55.86
2009-11-05,40122,2009.844,56.39
2009-11-04,40121,2009.842,54.16
2009-11-03,40120,2009.839,53.75
2009-11-02,40119,2009.836,53.8
2009-10-30,40116,2009.831,53.45
2009-10-29,40115,2009.828,55.32
2009-10-28,40114,2009.825,53.54
2009-10-27,40113,2009.822,54.24
2009-10-26,40112,2009.819,55.17
2009-10-23,40109,2009.811,54.89
2009-10-22,40108,2009.808,49.63
2009-10-21,40107,2009.806,47.85
2009-10-20,40106,2009.803,48.96
2009-10-19,40105,2009.8,49.8
2009-10-16,40102,2009.792,48.99
2009-10-15,40101,2009.789,50.35
2009-10-14,40100,2009.786,48.07
2009-10-13,40099,2009.783,46.49
2009-10-12,40098,2009.781,46.06
2009-10-09,40095,2009.772,46.91
2009-10-08,40094,2009.769,46.04
2009-10-07,40093,2009.767,46.25
2009-10-06,40092,2009.764,46.17
2009-10-05,40091,2009.761,45.42
2009-10-02,40088,2009.753,44.72
2009-10-01,40087,2009.75,44.62
2009-09-30,40086,2009.747,46.17
2009-09-29,40085,2009.744,46.26
2009-09-28,40084,2009.742,45.97
2009-09-25,40081,2009.733,46.26
2009-09-24,40080,2009.731,46.62
2009-09-23,40079,2009.728,46.85
2009-09-22,40078,2009.725,47.73
2009-09-21,40077,2009.722,47.5
2009-09-18,40074,2009.714,47.4
2009-09-17,40073,2009.711,46.44
2009-09-16,40072,2009.708,46.8
2009-09-15,40071,2009.706,44.97
2009-09-14,40070,2009.703,43.28
2009-09-11,40067,2009.694,42.66
2009-09-10,40066,2009.692,43.5
2009-09-09,40065,2009.689,43.23
2009-09-08,40064,2009.686,41.48
2009-09-04,40060,2009.675,40.95
2009-09-03,40059,2009.672,40.29
2009-09-02,40058,2009.669,41.78
2009-09-01,40057,2009.667,42.15
2009-08-31,40056,2009.667,43.63
2009-08-28,40053,2009.658,44.22
2009-08-27,40052,2009.656,43.75
2009-08-26,40051,2009.653,43.97
2009-08-25,40050,2009.65,44.46
2009-08-24,40049,2009.647,44.32
2009-08-21,40046,2009.639,45.1
2009-08-20,40045,2009.636,44.98
2009-08-19,40044,2009.633,44.87
2009-08-18,40043,2009.631,43.55
2009-08-17,40042,2009.628,43.11
2009-08-14,40039,2009.619,44.49
2009-08-13,40038,2009.617,46.28
2009-08-12,40037,2009.614,46.28
2009-08-11,40036,2009.611,46.09
2009-08-10,40035,2009.608,45.8
2009-08-07,40032,2009.6,45
2009-08-06,40031,2009.597,43.5
2009-08-05,40030,2009.594,44.31
2009-08-04,40029,2009.592,44.18
2009-08-03,40028,2009.589,44.97
2009-07-31,40025,2009.583,43.94
2009-07-30,40024,2009.581,43.61
2009-07-29,40023,2009.578,42.7
2009-07-28,40022,2009.575,42.34
2009-07-27,40021,2009.572,41.7
2009-07-24,40018,2009.564,42.2
2009-07-23,40017,2009.561,46.46
2009-07-22,40016,2009.558,45.28
2009-07-21,40015,2009.556,44.78
2009-07-20,40014,2009.553,44.82
2009-07-17,40011,2009.544,44.14
2009-07-16,40010,2009.542,44.13
2009-07-15,40009,2009.539,44.41
2009-07-14,40008,2009.536,43.3
2009-07-13,40007,2009.533,42.19
2009-07-10,40004,2009.525,40.07
2009-07-09,40003,2009.522,39.95
2009-07-08,40002,2009.519,38.7
2009-07-07,40001,2009.517,38.8
2009-07-06,40000,2009.514,39.78
2009-07-02,39996,2009.503,39.92
2009-07-01,39995,2009.5,40.62
2009-06-30,39994,2009.497,41.34
2009-06-29,39993,2009.494,41.2
2009-06-26,39990,2009.486,40.37
2009-06-25,39989,2009.483,41.11
2009-06-24,39988,2009.481,39.59
2009-06-23,39987,2009.478,39.57
2009-06-22,39986,2009.475,40.55
2009-06-19,39983,2009.467,41.59
2009-06-18,39982,2009.464,41.31
2009-06-17,39981,2009.461,40.4
2009-06-16,39980,2009.458,37.83
2009-06-15,39979,2009.456,38.16
2009-06-12,39976,2009.447,37.84
2009-06-11,39975,2009.444,37.74
2009-06-10,39974,2009.442,37.86
2009-06-09,39973,2009.439,39.01
2009-06-08,39972,2009.436,38.81
2009-06-05,39969,2009.428,39.19
2009-06-04,39968,2009.425,40.71
2009-06-03,39967,2009.422,40.5
2009-06-02,39966,2009.419,41.17
2009-06-01,39965,2009.417,40.94
2009-05-29,39962,2009.411,39.42
2009-05-28,39961,2009.408,38.54
2009-05-27,39960,2009.406,38.93
2009-05-26,39959,2009.403,40.09
2009-05-22,39955,2009.392,38.8
2009-05-21,39954,2009.389,39.11
2009-05-20,39953,2009.386,40.25
2009-05-19,39952,2009.383,39.63
2009-05-18,39951,2009.381,38.77
2009-05-15,39948,2009.372,38.5
2009-05-14,39947,2009.369,37.08
2009-05-13,39946,2009.367,37.65
2009-05-12,39945,2009.364,40.33
2009-05-11,39944,2009.361,39.6
2009-05-08,39941,2009.353,40.22
2009-05-07,39940,2009.35,39.97
2009-05-06,39939,2009.347,42.99
2009-05-05,39938,2009.344,45.11
2009-05-04,39937,2009.342,44.94
2009-05-01,39934,2009.333,44.48
2009-04-30,39933,2009.331,45.31
2009-04-29,39932,2009.328,45.23
2009-04-28,39931,2009.325,46.18
2009-04-27,39930,2009.322,46.37
2009-04-24,39927,2009.314,42.73
2009-04-23,39926,2009.311,45.32
2009-04-22,39925,2009.308,45.88
2009-04-21,39924,2009.306,46.6
2009-04-20,39923,2009.303,49.61
2009-04-17,39920,2009.294,48.83
2009-04-16,39919,2009.292,48.27
2009-04-15,39918,2009.289,46.59
2009-04-14,39917,2009.286,47.8
2009-04-13,39916,2009.283,49.42
2009-04-09,39912,2009.272,46.95
2009-04-08,39911,2009.269,44.28
2009-04-07,39910,2009.267,43.7
2009-04-06,39909,2009.264,44.5
2009-04-03,39906,2009.256,43.07
2009-04-02,39905,2009.253,43.13
2009-04-01,39904,2009.25,42.87
2009-03-31,39903,2009.25,42.92
2009-03-30,39902,2009.247,42.03
2009-03-27,39899,2009.239,39.68
2009-03-26,39898,2009.236,41.75
2009-03-25,39897,2009.233,41.56
2009-03-24,39896,2009.231,43.42
2009-03-23,39895,2009.228,43.4
2009-03-20,39892,2009.219,41.65
2009-03-19,39891,2009.217,41.51
2009-03-18,39890,2009.214,41.62
2009-03-17,39889,2009.211,40.79
2009-03-16,39888,2009.208,38.66
2009-03-13,39885,2009.2,39.37
2009-03-12,39884,2009.197,39.96
2009-03-11,39883,2009.194,37.49
2009-03-10,39882,2009.192,38.5
2009-03-09,39881,2009.189,38.5
2009-03-06,39878,2009.181,38.18
2009-03-05,39877,2009.178,37.9
2009-03-04,39876,2009.175,37.71
2009-03-03,39875,2009.172,36.36
2009-03-02,39874,2009.169,34.35
2009-02-27,39871,2009.156,36.24
2009-02-26,39870,2009.153,35.78
2009-02-25,39869,2009.15,35.79
2009-02-24,39868,2009.147,36.06
2009-02-23,39867,2009.144,35.58
2009-02-20,39864,2009.136,36.8
2009-02-19,39863,2009.133,37.09
2009-02-18,39862,2009.131,37
2009-02-17,39861,2009.128,37.22
2009-02-13,39857,2009.117,38.54
2009-02-12,39856,2009.114,37.93
2009-02-11,39855,2009.111,36.17
2009-02-10,39854,2009.108,36.17
2009-02-09,39853,2009.106,36.94
2009-02-06,39850,2009.097,37
2009-02-05,39849,2009.094,37.47
2009-02-04,39848,2009.092,36.85
2009-02-03,39847,2009.089,36.74
2009-02-02,39846,2009.086,36.95
2009-01-30,39843,2009.081,36.14
2009-01-29,39842,2009.078,36.88
2009-01-28,39841,2009.075,36.16
2009-01-27,39840,2009.072,34.82
2009-01-26,39839,2009.069,30.15
2009-01-23,39836,2009.061,30.44
2009-01-22,39835,2009.058,30.84
2009-01-21,39834,2009.056,30.69
2009-01-20,39833,2009.053,29.83
2009-01-16,39829,2009.042,31.26
2009-01-15,39828,2009.039,31.62
2009-01-14,39827,2009.036,29.54
2009-01-13,39826,2009.033,30.94
2009-01-12,39825,2009.031,31.21
2009-01-09,39822,2009.022,32.26
2009-01-08,39821,2009.019,33.15
2009-01-07,39820,2009.017,32.71
2009-01-06,39819,2009.014,32.94
2009-01-05,39818,2009.011,31.94
2009-01-02,39815,2009.003,29.87
2008-12-31,39813,2009,29.89
2008-12-30,39812,2008.997,28.66
2008-12-29,39811,2008.994,27.93
2008-12-26,39808,2008.986,28.46
2008-12-24,39806,2008.981,27.41
2008-12-23,39805,2008.978,27.15
2008-12-22,39804,2008.975,27.92
2008-12-19,39801,2008.967,27.69
2008-12-18,39800,2008.964,28.24
2008-12-17,39799,2008.961,28.79
2008-12-16,39798,2008.958,28.65
2008-12-15,39797,2008.956,28.49
2008-12-12,39794,2008.947,28.51
2008-12-11,39793,2008.944,28.14
2008-12-10,39792,2008.942,28.48
2008-12-09,39791,2008.939,28.09
2008-12-08,39790,2008.936,25.51
2008-12-05,39787,2008.928,25.27
2008-12-04,39786,2008.925,23.17
2008-12-03,39785,2008.922,23.81
2008-12-02,39784,2008.919,23.21
2008-12-01,39783,2008.917,22.04
2008-11-28,39780,2008.908,22.98
2008-11-26,39778,2008.903,22.87
2008-11-25,39777,2008.9,21.63
2008-11-24,39776,2008.897,22.21
2008-11-21,39773,2008.889,19.99
2008-11-20,39772,2008.886,18.72
2008-11-19,39771,2008.883,20.55
2008-11-18,39770,2008.881,21.45
2008-11-17,39769,2008.878,21.25
2008-11-14,39766,2008.869,22.03
2008-11-13,39765,2008.867,24.36
2008-11-12,39764,2008.864,20.7
2008-11-11,39763,2008.861,22.02
2008-11-10,39762,2008.858,21.53
2008-11-07,39759,2008.85,21.86
2008-11-06,39758,2008.847,21.48
2008-11-05,39757,2008.844,22.99
2008-11-04,39756,2008.842,24.03
2008-11-03,39755,2008.839,23.36
2008-10-31,39752,2008.833,24.76
2008-10-30,39751,2008.831,22.78
2008-10-29,39750,2008.828,21.76
2008-10-28,39749,2008.825,20.57
2008-10-27,39748,2008.822,17.94
2008-10-24,39745,2008.814,18.95
2008-10-23,39744,2008.811,20.79
2008-10-22,39743,2008.808,20.7
2008-10-21,39742,2008.806,20.85
2008-10-20,39741,2008.803,23.8
2008-10-17,39738,2008.794,23.3
2008-10-16,39737,2008.792,23.45
2008-10-15,39736,2008.789,22.51
2008-10-14,39735,2008.786,24.04
2008-10-13,39734,2008.783,25.4
2008-10-10,39731,2008.775,24.29
2008-10-09,39730,2008.772,22.94
2008-10-08,39729,2008.769,22.74
2008-10-07,39728,2008.767,22.31
2008-10-06,39727,2008.764,26.49
2008-10-03,39724,2008.756,28.97
2008-10-02,39723,2008.753,29.3
2008-10-01,39722,2008.75,30.04
2008-09-30,39721,2008.747,30.88
2008-09-29,39720,2008.744,31.6
2008-09-26,39717,2008.736,32.87
2008-09-25,39716,2008.733,32.97
2008-09-24,39715,2008.731,31.77
2008-09-23,39714,2008.728,31.53
2008-09-22,39713,2008.725,31.71
2008-09-19,39710,2008.717,31.94
2008-09-18,39709,2008.714,31.04
2008-09-17,39708,2008.711,28.86
2008-09-16,39707,2008.708,28.46
2008-09-15,39706,2008.706,28.11
2008-09-12,39703,2008.697,29.45
2008-09-11,39702,2008.694,28.83
2008-09-10,39701,2008.692,28.75
2008-09-09,39700,2008.689,28.74
2008-09-08,39699,2008.686,30.15
2008-09-05,39696,2008.678,29.66
2008-09-04,39695,2008.675,29.87
2008-09-03,39694,2008.672,30.91
2008-09-02,39693,2008.669,30.84
2008-08-29,39689,2008.661,30.84
2008-08-28,39688,2008.658,31.12
2008-08-27,39687,2008.656,30.64
2008-08-26,39686,2008.653,30.09
2008-08-25,39685,2008.65,29.94
2008-08-22,39682,2008.642,30.65
2008-08-21,39681,2008.639,30
2008-08-20,39680,2008.636,30.52
2008-08-19,39679,2008.633,30.11
2008-08-18,39678,2008.631,30.59
2008-08-15,39675,2008.622,31.26
2008-08-14,39674,2008.619,31.84
2008-08-13,39673,2008.617,31.16
2008-08-12,39672,2008.614,30.81
2008-08-11,39671,2008.611,32.2
2008-08-08,39668,2008.603,31.05
2008-08-07,39667,2008.6,30.46
2008-08-06,39666,2008.597,30
2008-08-05,39665,2008.594,29.89
2008-08-04,39664,2008.592,29.83
2008-08-01,39661,2008.583,29.22
2008-07-31,39660,2008.583,30.89
2008-07-30,39659,2008.581,30.53
2008-07-29,39658,2008.578,31.04
2008-07-28,39657,2008.575,28.63
2008-07-25,39654,2008.567,27.85
2008-07-24,39653,2008.564,26.73
2008-07-23,39652,2008.561,27.98
2008-07-22,39651,2008.558,27.22
2008-07-21,39650,2008.556,27.35
2008-07-18,39647,2008.547,27.1
2008-07-17,39646,2008.544,27.78
2008-07-16,39645,2008.542,28.11
2008-07-15,39644,2008.539,27.71
2008-07-14,39643,2008.536,27.81
2008-07-11,39640,2008.528,27.21
2008-07-10,39639,2008.525,27.85
2008-07-09,39638,2008.522,28.62
2008-07-08,39637,2008.519,28.41
2008-07-07,39636,2008.517,28.25
2008-07-03,39632,2008.506,27.28
2008-07-02,39631,2008.503,27.25
2008-07-01,39630,2008.5,27.1
2008-06-30,39629,2008.497,26.07
2008-06-27,39626,2008.489,26.74
2008-06-26,39625,2008.486,28.78
2008-06-25,39624,2008.483,29.6
2008-06-24,39623,2008.481,29
2008-06-23,39622,2008.478,29.61
2008-06-20,39619,2008.469,31.4
2008-06-19,39618,2008.467,32.1
2008-06-18,39617,2008.464,30.18
2008-06-17,39616,2008.461,31.3
2008-06-16,39615,2008.458,31.92
2008-06-13,39612,2008.45,32.22
2008-06-12,39611,2008.447,31.01
2008-06-11,39610,2008.444,30.23
2008-06-10,39609,2008.442,30.63
2008-06-09,39608,2008.439,31.13
2008-06-06,39605,2008.431,31.82
2008-06-05,39604,2008.428,33.17
2008-06-04,39603,2008.425,32.37
2008-06-03,39602,2008.422,31.87
2008-06-02,39601,2008.419,30.89
2008-05-30,39598,2008.414,30.36
2008-05-29,39597,2008.411,30.35
2008-05-28,39596,2008.408,31.12
2008-05-27,39595,2008.406,32.03
2008-05-23,39591,2008.394,31.21
2008-05-22,39590,2008.392,31.71
2008-05-21,39589,2008.389,31.69
2008-05-20,39588,2008.386,31.63
2008-05-19,39587,2008.383,30.98
2008-05-16,39584,2008.375,31.66
2008-05-15,39583,2008.372,29.93
2008-05-14,39582,2008.369,30.4
2008-05-13,39581,2008.367,30.66
2008-05-12,39580,2008.364,30.71
2008-05-09,39577,2008.356,30.72
2008-05-08,39576,2008.353,30.15
2008-05-07,39575,2008.35,30.16
2008-05-06,39574,2008.347,30.94
2008-05-05,39573,2008.344,31
2008-05-02,39570,2008.336,31.1
2008-05-01,39569,2008.333,31
2008-04-30,39568,2008.331,31.98
2008-04-29,39567,2008.328,32.18
2008-04-28,39566,2008.325,33.06
2008-04-25,39563,2008.317,33.96
2008-04-24,39562,2008.314,33.02
2008-04-23,39561,2008.311,31.26
2008-04-22,39560,2008.308,30
2008-04-21,39559,2008.306,39.32
2008-04-18,39556,2008.297,38.56
2008-04-17,39555,2008.294,40.7
2008-04-16,39554,2008.292,38.97
2008-04-15,39553,2008.289,36.48
2008-04-14,39552,2008.286,35.78
2008-04-11,39549,2008.278,35.51
2008-04-10,39548,2008.275,36.57
2008-04-09,39547,2008.272,36.42
2008-04-08,39546,2008.269,36.9
2008-04-07,39545,2008.267,35.9
2008-04-04,39542,2008.258,36.21
2008-04-03,39541,2008.256,37.33
2008-04-02,39540,2008.253,36.35
2008-04-01,39539,2008.25,36.51
2008-03-31,39538,2008.25,34.65
2008-03-28,39535,2008.242,35.59
2008-03-27,39534,2008.239,36.36
2008-03-26,39533,2008.236,37.86
2008-03-25,39532,2008.233,37.12
2008-03-24,39531,2008.231,38.17
2008-03-20,39527,2008.219,36.24
2008-03-19,39526,2008.217,34.87
2008-03-18,39525,2008.214,35
2008-03-17,39524,2008.211,32.99
2008-03-14,39521,2008.203,33.26
2008-03-13,39520,2008.2,34.21
2008-03-12,39519,2008.197,34.04
2008-03-11,39518,2008.194,33.08
2008-03-10,39517,2008.192,33.21
2008-03-07,39514,2008.183,31.26
2008-03-06,39513,2008.181,30.62
2008-03-05,39512,2008.178,32.1
2008-03-04,39511,2008.175,31.52
2008-03-03,39510,2008.172,30.94
2008-02-29,39507,2008.161,31.58
2008-02-28,39506,2008.158,31.54
2008-02-27,39505,2008.156,32.43
2008-02-26,39504,2008.153,29
2008-02-25,39503,2008.15,28
2008-02-22,39500,2008.142,27.8
2008-02-21,39499,2008.139,27.87
2008-02-20,39498,2008.136,27.47
2008-02-19,39497,2008.133,26.79
2008-02-15,39493,2008.122,26.6
2008-02-14,39492,2008.119,26.75
2008-02-13,39491,2008.117,27.31
2008-02-12,39490,2008.114,26.9
2008-02-11,39489,2008.111,26.89
2008-02-08,39486,2008.103,26.88
2008-02-07,39485,2008.1,26.85
2008-02-06,39484,2008.097,26.02
2008-02-05,39483,2008.094,25.26
2008-02-04,39482,2008.092,25.89
2008-02-01,39479,2008.083,25.39
2008-01-31,39478,2008.083,25.15
2008-01-30,39477,2008.081,22.94
2008-01-29,39476,2008.078,23.16
2008-01-28,39475,2008.075,22.99
2008-01-25,39472,2008.067,21.77
2008-01-24,39471,2008.064,21.94
2008-01-23,39470,2008.061,23.76
2008-01-22,39469,2008.058,22.23
2008-01-18,39465,2008.047,21.85
2008-01-17,39464,2008.044,21.77
2008-01-16,39463,2008.042,22.07
2008-01-15,39462,2008.039,22.05
2008-01-14,39461,2008.036,22.77
2008-01-11,39458,2008.028,23.41
2008-01-10,39457,2008.025,24.7
2008-01-09,39456,2008.022,23
2008-01-08,39455,2008.019,23.3
2008-01-07,39454,2008.017,24.88
2008-01-04,39451,2008.008,24.61
2008-01-03,39450,2008.006,26.07
2008-01-02,39449,2008.003,26.35
2007-12-31,39447,2008,26.62
2007-12-28,39444,2007.992,26.93
2007-12-27,39443,2007.989,27.45
2007-12-26,39442,2007.986,28.7
2007-12-24,39440,2007.981,27.91
2007-12-21,39437,2007.972,28.1
2007-12-20,39436,2007.969,27.24
2007-12-19,39435,2007.967,24.87
2007-12-18,39434,2007.964,24.18
2007-12-17,39433,2007.961,23.1
2007-12-14,39430,2007.953,23.52
2007-12-13,39429,2007.95,23.04
2007-12-12,39428,2007.947,23.16
2007-12-11,39427,2007.944,23.3
2007-12-10,39426,2007.942,23.49
2007-12-07,39423,2007.933,23.57
2007-12-06,39422,2007.931,23.9
2007-12-05,39421,2007.928,23.93
2007-12-04,39420,2007.925,23.75
2007-12-03,39419,2007.922,23.78
2007-11-30,39416,2007.914,23.1
2007-11-29,39415,2007.911,23.12
2007-11-28,39414,2007.908,23.01
2007-11-27,39413,2007.906,22.34
2007-11-26,39412,2007.903,21.47
2007-11-23,39409,2007.894,21.75
2007-11-21,39407,2007.889,21.55
2007-11-20,39406,2007.886,22.63
2007-11-19,39405,2007.883,23.21
2007-11-16,39402,2007.875,23.8
2007-11-15,39401,2007.872,24.06
2007-11-14,39400,2007.869,24.84
2007-11-13,39399,2007.867,25.41
2007-11-12,39398,2007.864,24.51
2007-11-09,39395,2007.856,25.25
2007-11-08,39394,2007.853,27.19
2007-11-07,39393,2007.85,26.88
2007-11-06,39392,2007.847,27.23
2007-11-05,39391,2007.844,26.51
2007-11-02,39388,2007.836,26.26
2007-11-01,39387,2007.833,26.29
2007-10-31,39386,2007.833,26.47
2007-10-30,39385,2007.831,26.44
2007-10-29,39384,2007.828,26.37
2007-10-26,39381,2007.819,25.22
2007-10-25,39380,2007.817,25.33
2007-10-24,39379,2007.814,25.25
2007-10-23,39378,2007.811,25.99
2007-10-22,39377,2007.808,23.01
2007-10-19,39374,2007.8,23.24
2007-10-18,39373,2007.797,24.03
2007-10-17,39372,2007.794,24.28
2007-10-16,39371,2007.792,23.97
2007-10-15,39370,2007.789,23.96
2007-10-12,39367,2007.781,23
2007-10-11,39366,2007.778,22.91
2007-10-10,39365,2007.775,23.42
2007-10-09,39364,2007.772,22.79
2007-10-08,39363,2007.769,22.27
2007-10-05,39360,2007.761,22
2007-10-04,39359,2007.758,21.14
2007-10-03,39358,2007.756,21.08
2007-10-02,39357,2007.753,21.2
2007-10-01,39356,2007.75,21.22
2007-09-28,39353,2007.742,20.75
2007-09-27,39352,2007.739,21.36
2007-09-26,39351,2007.736,21.94
2007-09-25,39350,2007.733,21.01
2007-09-24,39349,2007.731,19.29
2007-09-21,39346,2007.722,19.19
2007-09-20,39345,2007.719,19.48
2007-09-19,39344,2007.717,19.64
2007-09-18,39343,2007.714,19.23
2007-09-17,39342,2007.711,18.41
2007-09-14,39339,2007.703,17.72
2007-09-13,39338,2007.7,17.34
2007-09-12,39337,2007.697,17.36
2007-09-11,39336,2007.694,17.67
2007-09-10,39335,2007.692,17.4
2007-09-07,39332,2007.683,18.04
2007-09-06,39331,2007.681,17.99
2007-09-05,39330,2007.678,17.92
2007-09-04,39329,2007.675,18.14
2007-08-31,39325,2007.667,17.52
2007-08-30,39324,2007.664,17.2
2007-08-29,39323,2007.661,17.5
2007-08-28,39322,2007.658,16.98
2007-08-27,39321,2007.656,17.14
2007-08-24,39318,2007.647,17.8
2007-08-23,39317,2007.644,17.25
2007-08-22,39316,2007.642,17.43
2007-08-21,39315,2007.639,17.3
2007-08-20,39314,2007.636,17.17
2007-08-17,39311,2007.628,17.24
2007-08-16,39310,2007.625,16.9
2007-08-15,39309,2007.622,17.44
2007-08-14,39308,2007.619,17.46
2007-08-13,39307,2007.617,17.36
2007-08-10,39304,2007.608,17.89
2007-08-09,39303,2007.606,17.77
2007-08-08,39302,2007.603,17.97
2007-08-07,39301,2007.6,17.35
2007-08-06,39300,2007.597,16.96
2007-08-03,39297,2007.589,16.57
2007-08-02,39296,2007.586,17.11
2007-08-01,39295,2007.583,17.16
2007-07-31,39294,2007.583,17.23
2007-07-30,39293,2007.581,17.39
2007-07-27,39290,2007.572,17.1
2007-07-26,39289,2007.569,17.84
2007-07-25,39288,2007.567,16.7
2007-07-24,39287,2007.564,16.07
2007-07-23,39286,2007.561,17.27
2007-07-20,39283,2007.553,19.63
2007-07-19,39282,2007.55,19.94
2007-07-18,39281,2007.547,20.12
2007-07-17,39280,2007.544,20.21
2007-07-16,39279,2007.542,20.06
2007-07-13,39276,2007.533,20.14
2007-07-12,39275,2007.531,20.11
2007-07-11,39274,2007.528,20.01
2007-07-10,39273,2007.525,20.12
2007-07-09,39272,2007.522,20.43
2007-07-06,39269,2007.514,20.39
2007-07-05,39268,2007.511,19.82
2007-07-03,39266,2007.506,19.77
2007-07-02,39265,2007.503,19.48
2007-06-29,39262,2007.494,19.39
2007-06-28,39261,2007.492,19.85
2007-06-27,39260,2007.489,20.78
2007-06-26,39259,2007.486,19.52
2007-06-25,39258,2007.483,19.62
2007-06-22,39255,2007.475,19.68
2007-06-21,39254,2007.472,19.99
2007-06-20,39253,2007.469,19.55
2007-06-19,39252,2007.467,19.93
2007-06-18,39251,2007.464,20.02
2007-06-15,39248,2007.456,19.71
2007-06-14,39247,2007.453,19.18
2007-06-13,39246,2007.45,19.42
2007-06-12,39245,2007.447,20.08
2007-06-11,39244,2007.444,21.93
2007-06-08,39241,2007.436,23.43
2007-06-07,39240,2007.433,23.93
2007-06-06,39239,2007.431,22.6
2007-06-05,39238,2007.428,21.39
2007-06-04,39237,2007.425,21.48
2007-06-01,39234,2007.417,21.57
2007-05-31,39233,2007.417,21.9
2007-05-30,39232,2007.414,22.06
2007-05-29,39231,2007.411,21.85
2007-05-25,39227,2007.4,22.52
2007-05-24,39226,2007.397,22.54
2007-05-23,39225,2007.394,23.19
2007-05-22,39224,2007.392,23
2007-05-21,39223,2007.389,22.5
2007-05-18,39220,2007.381,21.94
2007-05-17,39219,2007.378,21.82
2007-05-16,39218,2007.375,21.72
2007-05-15,39217,2007.372,21.75
2007-05-14,39216,2007.369,21.96
2007-05-11,39213,2007.361,22.06
2007-05-10,39212,2007.358,21.91
2007-05-09,39211,2007.356,22.11
2007-05-08,39210,2007.353,22.14
2007-05-07,39209,2007.35,22.22
2007-05-04,39206,2007.342,22.16
2007-05-03,39205,2007.339,22.29
2007-05-02,39204,2007.336,22.11
