Datevalue,Date,t,Close
13.12.1924,1924-12-13,1924.95,112.76
15.12.1924,1924-12-15,1924.956,113.4
16.12.1924,1924-12-16,1924.958,113.73
17.12.1924,1924-12-17,1924.961,114.35
18.12.1924,1924-12-18,1924.964,115.17
19.12.1924,1924-12-19,1924.967,116.13
20.12.1924,1924-12-20,1924.969,116.41
22.12.1924,1924-12-22,1924.975,116.84
23.12.1924,1924-12-23,1924.978,115.78
24.12.1924,1924-12-24,1924.981,116.74
26.12.1924,1924-12-26,1924.986,118.59
27.12.1924,1924-12-27,1924.989,119.18
29.12.1924,1924-12-29,1924.994,118.63
30.12.1924,1924-12-30,1924.997,118.02
31.12.1924,1924-12-31,1925,120.51
02.01.1925,1925-01-02,1925.003,121.25
03.01.1925,1925-01-03,1925.006,122.2
05.01.1925,1925-01-05,1925.011,119.46
06.01.1925,1925-01-06,1925.014,121.13
07.01.1925,1925-01-07,1925.017,121.18
08.01.1925,1925-01-08,1925.019,121.61
09.01.1925,1925-01-09,1925.022,122.32
10.01.1925,1925-01-10,1925.025,122.16
12.01.1925,1925-01-12,1925.031,123.21
13.01.1925,1925-01-13,1925.033,123.56
14.01.1925,1925-01-14,1925.036,122.97
15.01.1925,1925-01-15,1925.039,121.38
16.01.1925,1925-01-16,1925.042,121.71
17.01.1925,1925-01-17,1925.044,123.13
19.01.1925,1925-01-19,1925.05,122.35
20.01.1925,1925-01-20,1925.053,121.74
21.01.1925,1925-01-21,1925.056,122.11
22.01.1925,1925-01-22,1925.058,123.6
23.01.1925,1925-01-23,1925.061,123.09
24.01.1925,1925-01-24,1925.064,122.98
26.01.1925,1925-01-26,1925.069,121.9
27.01.1925,1925-01-27,1925.072,121.53
28.01.1925,1925-01-28,1925.075,121.98
29.01.1925,1925-01-29,1925.078,122.44
30.01.1925,1925-01-30,1925.081,123.49
31.01.1925,1925-01-31,1925.083,123.22
02.02.1925,1925-02-02,1925.086,120.46
03.02.1925,1925-02-03,1925.089,120.08
04.02.1925,1925-02-04,1925.092,120.56
05.02.1925,1925-02-05,1925.094,120.83
06.02.1925,1925-02-06,1925.097,121.48
07.02.1925,1925-02-07,1925.1,121.5
09.02.1925,1925-02-09,1925.106,122.37
10.02.1925,1925-02-10,1925.108,121.73
11.02.1925,1925-02-11,1925.111,121.23
13.02.1925,1925-02-13,1925.117,121.73
14.02.1925,1925-02-14,1925.119,120.86
16.02.1925,1925-02-16,1925.125,117.96
17.02.1925,1925-02-17,1925.128,118.48
18.02.1925,1925-02-18,1925.131,120.07
19.02.1925,1925-02-19,1925.133,119.71
20.02.1925,1925-02-20,1925.136,121.64
21.02.1925,1925-02-21,1925.139,121.85
24.02.1925,1925-02-24,1925.147,121.48
25.02.1925,1925-02-25,1925.15,122.15
26.02.1925,1925-02-26,1925.153,122.86
27.02.1925,1925-02-27,1925.156,122.24
28.02.1925,1925-02-28,1925.158,122.71
02.03.1925,1925-03-02,1925.169,123.93
03.03.1925,1925-03-03,1925.172,125.25
04.03.1925,1925-03-04,1925.175,123.26
05.03.1925,1925-03-05,1925.178,124.81
06.03.1925,1925-03-06,1925.181,125.68
07.03.1925,1925-03-07,1925.183,124.98
09.03.1925,1925-03-09,1925.189,124.33
10.03.1925,1925-03-10,1925.192,122.62
11.03.1925,1925-03-11,1925.194,123.26
12.03.1925,1925-03-12,1925.197,124.6
13.03.1925,1925-03-13,1925.2,123.25
14.03.1925,1925-03-14,1925.203,124.16
16.03.1925,1925-03-16,1925.208,120.76
17.03.1925,1925-03-17,1925.211,118.53
18.03.1925,1925-03-18,1925.214,118.25
19.03.1925,1925-03-19,1925.217,119.38
20.03.1925,1925-03-20,1925.219,120.91
21.03.1925,1925-03-21,1925.222,119.6
23.03.1925,1925-03-23,1925.228,116.82
24.03.1925,1925-03-24,1925.231,116.78
25.03.1925,1925-03-25,1925.233,118.71
26.03.1925,1925-03-26,1925.236,116.78
27.03.1925,1925-03-27,1925.239,117.48
28.03.1925,1925-03-28,1925.242,116.3
30.03.1925,1925-03-30,1925.247,115
31.03.1925,1925-03-31,1925.25,116.75
01.04.1925,1925-04-01,1925.25,118.07
02.04.1925,1925-04-02,1925.253,117.61
03.04.1925,1925-04-03,1925.256,117.4
04.04.1925,1925-04-04,1925.258,118.25
06.04.1925,1925-04-06,1925.264,119.43
07.04.1925,1925-04-07,1925.267,118.78
08.04.1925,1925-04-08,1925.269,118.9
09.04.1925,1925-04-09,1925.272,119.06
11.04.1925,1925-04-11,1925.278,119.33
13.04.1925,1925-04-13,1925.283,120.18
14.04.1925,1925-04-14,1925.286,121.54
15.04.1925,1925-04-15,1925.289,121.11
16.04.1925,1925-04-16,1925.292,120.67
17.04.1925,1925-04-17,1925.294,121.41
18.04.1925,1925-04-18,1925.297,122.02
20.04.1925,1925-04-20,1925.303,121.23
21.04.1925,1925-04-21,1925.306,119.53
22.04.1925,1925-04-22,1925.308,120.52
23.04.1925,1925-04-23,1925.311,120.82
24.04.1925,1925-04-24,1925.314,119.74
25.04.1925,1925-04-25,1925.317,119.75
27.04.1925,1925-04-27,1925.322,119.46
28.04.1925,1925-04-28,1925.325,120
29.04.1925,1925-04-29,1925.328,120.4
30.04.1925,1925-04-30,1925.331,120.01
01.05.1925,1925-05-01,1925.333,121.1
02.05.1925,1925-05-02,1925.336,121.96
04.05.1925,1925-05-04,1925.342,122.86
05.05.1925,1925-05-05,1925.344,123.63
06.05.1925,1925-05-06,1925.347,124.32
07.05.1925,1925-05-07,1925.35,125.16
08.05.1925,1925-05-08,1925.353,124.74
09.05.1925,1925-05-09,1925.356,124.64
11.05.1925,1925-05-11,1925.361,124.14
12.05.1925,1925-05-12,1925.364,124.45
13.05.1925,1925-05-13,1925.367,124.21
14.05.1925,1925-05-14,1925.369,124.16
15.05.1925,1925-05-15,1925.372,126
16.05.1925,1925-05-16,1925.375,126.5
18.05.1925,1925-05-18,1925.381,127.09
19.05.1925,1925-05-19,1925.383,128.38
20.05.1925,1925-05-20,1925.386,128.68
21.05.1925,1925-05-21,1925.389,128.7
22.05.1925,1925-05-22,1925.392,128.95
23.05.1925,1925-05-23,1925.394,128.85
25.05.1925,1925-05-25,1925.4,127.78
26.05.1925,1925-05-26,1925.403,128.43
27.05.1925,1925-05-27,1925.406,129.13
28.05.1925,1925-05-28,1925.408,129.6
29.05.1925,1925-05-29,1925.411,129.95
01.06.1925,1925-06-01,1925.417,129.69
02.06.1925,1925-06-02,1925.419,130.42
03.06.1925,1925-06-03,1925.422,130.41
04.06.1925,1925-06-04,1925.425,128.89
05.06.1925,1925-06-05,1925.428,128.98
06.06.1925,1925-06-06,1925.431,128.85
08.06.1925,1925-06-08,1925.436,127.12
09.06.1925,1925-06-09,1925.439,127.21
10.06.1925,1925-06-10,1925.442,126.75
11.06.1925,1925-06-11,1925.444,127.85
12.06.1925,1925-06-12,1925.447,128.38
13.06.1925,1925-06-13,1925.45,129.38
15.06.1925,1925-06-15,1925.456,128.43
16.06.1925,1925-06-16,1925.458,129.66
17.06.1925,1925-06-17,1925.461,129.8
18.06.1925,1925-06-18,1925.464,128.88
19.06.1925,1925-06-19,1925.467,129.26
20.06.1925,1925-06-20,1925.469,129.16
22.06.1925,1925-06-22,1925.475,128.25
23.06.1925,1925-06-23,1925.478,127.17
24.06.1925,1925-06-24,1925.481,127.8
25.06.1925,1925-06-25,1925.483,128.28
26.06.1925,1925-06-26,1925.486,129.17
27.06.1925,1925-06-27,1925.489,129.73
29.06.1925,1925-06-29,1925.494,129.23
30.06.1925,1925-06-30,1925.497,131.01
01.07.1925,1925-07-01,1925.5,131.76
02.07.1925,1925-07-02,1925.503,131.53
03.07.1925,1925-07-03,1925.506,131.52
06.07.1925,1925-07-06,1925.514,132.31
07.07.1925,1925-07-07,1925.517,132.7
08.07.1925,1925-07-08,1925.519,133.07
09.07.1925,1925-07-09,1925.522,131.83
10.07.1925,1925-07-10,1925.525,131.33
11.07.1925,1925-07-11,1925.528,131.43
13.07.1925,1925-07-13,1925.533,131.71
14.07.1925,1925-07-14,1925.536,132.95
15.07.1925,1925-07-15,1925.539,133.4
16.07.1925,1925-07-16,1925.542,133.5
17.07.1925,1925-07-17,1925.544,134
18.07.1925,1925-07-18,1925.547,134.68
20.07.1925,1925-07-20,1925.553,135
21.07.1925,1925-07-21,1925.556,134.93
22.07.1925,1925-07-22,1925.558,133.87
23.07.1925,1925-07-23,1925.561,135.33
24.07.1925,1925-07-24,1925.564,135.58
25.07.1925,1925-07-25,1925.567,135.63
27.07.1925,1925-07-27,1925.572,136.5
28.07.1925,1925-07-28,1925.575,135.62
29.07.1925,1925-07-29,1925.578,134.48
30.07.1925,1925-07-30,1925.581,134.16
31.07.1925,1925-07-31,1925.583,133.81
01.08.1925,1925-08-01,1925.583,134.55
03.08.1925,1925-08-03,1925.589,135.81
04.08.1925,1925-08-04,1925.592,136.38
05.08.1925,1925-08-05,1925.594,135.73
06.08.1925,1925-08-06,1925.597,135.71
07.08.1925,1925-08-07,1925.6,137.4
08.08.1925,1925-08-08,1925.603,137.98
10.08.1925,1925-08-10,1925.608,137.41
11.08.1925,1925-08-11,1925.611,137.8
12.08.1925,1925-08-12,1925.614,137.48
13.08.1925,1925-08-13,1925.617,138.6
14.08.1925,1925-08-14,1925.619,139.51
15.08.1925,1925-08-15,1925.622,140.2
17.08.1925,1925-08-17,1925.628,141.56
18.08.1925,1925-08-18,1925.631,142.6
19.08.1925,1925-08-19,1925.633,141.82
20.08.1925,1925-08-20,1925.636,141.66
21.08.1925,1925-08-21,1925.639,142.63
22.08.1925,1925-08-22,1925.642,142.87
24.08.1925,1925-08-24,1925.647,142.76
25.08.1925,1925-08-25,1925.65,143.18
26.08.1925,1925-08-26,1925.653,141.88
27.08.1925,1925-08-27,1925.656,141.54
28.08.1925,1925-08-28,1925.658,141.13
29.08.1925,1925-08-29,1925.661,141.26
31.08.1925,1925-08-31,1925.667,141.18
01.09.1925,1925-09-01,1925.667,139.78
02.09.1925,1925-09-02,1925.669,137.22
03.09.1925,1925-09-03,1925.672,139.91
04.09.1925,1925-09-04,1925.675,140.88
05.09.1925,1925-09-05,1925.678,141.3
08.09.1925,1925-09-08,1925.686,140.86
09.09.1925,1925-09-09,1925.689,142.4
10.09.1925,1925-09-10,1925.692,143.83
11.09.1925,1925-09-11,1925.694,145.38
12.09.1925,1925-09-12,1925.697,145.95
14.09.1925,1925-09-14,1925.703,146.63
15.09.1925,1925-09-15,1925.706,143.89
16.09.1925,1925-09-16,1925.708,145.87
17.09.1925,1925-09-17,1925.711,146.46
18.09.1925,1925-09-18,1925.714,147.16
19.09.1925,1925-09-19,1925.717,147.73
21.09.1925,1925-09-21,1925.722,146.11
22.09.1925,1925-09-22,1925.725,145.74
23.09.1925,1925-09-23,1925.728,146.02
24.09.1925,1925-09-24,1925.731,143.98
25.09.1925,1925-09-25,1925.733,145.56
26.09.1925,1925-09-26,1925.736,144.26
28.09.1925,1925-09-28,1925.742,144.15
29.09.1925,1925-09-29,1925.744,145.06
30.09.1925,1925-09-30,1925.747,143.46
01.10.1925,1925-10-01,1925.75,144.77
02.10.1925,1925-10-02,1925.753,146.13
03.10.1925,1925-10-03,1925.756,146.65
05.10.1925,1925-10-05,1925.761,146.81
06.10.1925,1925-10-06,1925.764,145.11
07.10.1925,1925-10-07,1925.767,145.6
08.10.1925,1925-10-08,1925.769,146.75
09.10.1925,1925-10-09,1925.772,147.2
10.10.1925,1925-10-10,1925.775,147.43
13.10.1925,1925-10-13,1925.783,147.4
14.10.1925,1925-10-14,1925.786,148.96
15.10.1925,1925-10-15,1925.789,149.18
16.10.1925,1925-10-16,1925.792,149.56
17.10.1925,1925-10-17,1925.794,147.89
19.10.1925,1925-10-19,1925.8,148.53
20.10.1925,1925-10-20,1925.803,150.29
21.10.1925,1925-10-21,1925.806,151.61
22.10.1925,1925-10-22,1925.808,152.13
23.10.1925,1925-10-23,1925.811,153.29
24.10.1925,1925-10-24,1925.814,153.47
26.10.1925,1925-10-26,1925.819,153.6
27.10.1925,1925-10-27,1925.822,152.92
28.10.1925,1925-10-28,1925.825,155.25
29.10.1925,1925-10-29,1925.828,154.88
30.10.1925,1925-10-30,1925.831,155.65
31.10.1925,1925-10-31,1925.833,156.52
02.11.1925,1925-11-02,1925.836,157.88
04.11.1925,1925-11-04,1925.842,158.05
05.11.1925,1925-11-05,1925.844,157.67
06.11.1925,1925-11-06,1925.847,159.39
07.11.1925,1925-11-07,1925.85,158.48
09.11.1925,1925-11-09,1925.856,157.43
10.11.1925,1925-11-10,1925.858,151.6
11.11.1925,1925-11-11,1925.861,154.18
12.11.1925,1925-11-12,1925.864,155.47
13.11.1925,1925-11-13,1925.867,157.76
14.11.1925,1925-11-14,1925.869,156.36
16.11.1925,1925-11-16,1925.875,153.11
17.11.1925,1925-11-17,1925.878,153.48
18.11.1925,1925-11-18,1925.881,150.35
19.11.1925,1925-11-19,1925.883,152.27
20.11.1925,1925-11-20,1925.886,152.45
21.11.1925,1925-11-21,1925.889,151.08
23.11.1925,1925-11-23,1925.894,148.6
24.11.1925,1925-11-24,1925.897,148.18
25.11.1925,1925-11-25,1925.9,151.04
27.11.1925,1925-11-27,1925.906,152.7
28.11.1925,1925-11-28,1925.908,151.78
30.11.1925,1925-11-30,1925.914,151.08
01.12.1925,1925-12-01,1925.917,152.11
02.12.1925,1925-12-02,1925.919,152.88
03.12.1925,1925-12-03,1925.922,153.8
04.12.1925,1925-12-04,1925.925,154.6
05.12.1925,1925-12-05,1925.928,154.63
07.12.1925,1925-12-07,1925.933,154.21
08.12.1925,1925-12-08,1925.936,153.84
09.12.1925,1925-12-09,1925.939,152.57
10.12.1925,1925-12-10,1925.942,153.71
11.12.1925,1925-12-11,1925.944,154.21
12.12.1925,1925-12-12,1925.947,154.65
14.12.1925,1925-12-14,1925.953,154.7
15.12.1925,1925-12-15,1925.956,154.07
16.12.1925,1925-12-16,1925.958,152.88
17.12.1925,1925-12-17,1925.961,152.78
18.12.1925,1925-12-18,1925.964,152.67
19.12.1925,1925-12-19,1925.967,153.21
21.12.1925,1925-12-21,1925.972,152.35
22.12.1925,1925-12-22,1925.975,153.91
23.12.1925,1925-12-23,1925.978,155.98
24.12.1925,1925-12-24,1925.981,157.01
28.12.1925,1925-12-28,1925.992,156.87
29.12.1925,1925-12-29,1925.994,155.83
30.12.1925,1925-12-30,1925.997,155.81
31.12.1925,1925-12-31,1926,156.66
02.01.1926,1926-01-02,1926.003,158.54
04.01.1926,1926-01-04,1926.008,158.75
05.01.1926,1926-01-05,1926.011,157.6
06.01.1926,1926-01-06,1926.014,158
07.01.1926,1926-01-07,1926.017,158.93
08.01.1926,1926-01-08,1926.019,158.76
09.01.1926,1926-01-09,1926.022,159.1
11.01.1926,1926-01-11,1926.028,157.58
12.01.1926,1926-01-12,1926.031,157.39
13.01.1926,1926-01-13,1926.033,158.31
14.01.1926,1926-01-14,1926.036,156.9
15.01.1926,1926-01-15,1926.039,155.1
16.01.1926,1926-01-16,1926.042,155.23
18.01.1926,1926-01-18,1926.047,155.98
19.01.1926,1926-01-19,1926.05,153.81
20.01.1926,1926-01-20,1926.053,155.04
21.01.1926,1926-01-21,1926.056,153.2
22.01.1926,1926-01-22,1926.058,154.26
23.01.1926,1926-01-23,1926.061,155.16
25.01.1926,1926-01-25,1926.067,155.28
26.01.1926,1926-01-26,1926.069,154.63
27.01.1926,1926-01-27,1926.072,156.46
28.01.1926,1926-01-28,1926.075,157.2
29.01.1926,1926-01-29,1926.078,157.35
30.01.1926,1926-01-30,1926.081,157.44
01.02.1926,1926-02-01,1926.083,156.83
02.02.1926,1926-02-02,1926.086,157.95
03.02.1926,1926-02-03,1926.089,159.4
04.02.1926,1926-02-04,1926.092,160.53
05.02.1926,1926-02-05,1926.094,159.98
06.02.1926,1926-02-06,1926.097,159.99
08.02.1926,1926-02-08,1926.103,159.1
09.02.1926,1926-02-09,1926.106,160.31
10.02.1926,1926-02-10,1926.108,161.58
11.02.1926,1926-02-11,1926.111,162.31
13.02.1926,1926-02-13,1926.117,162.08
15.02.1926,1926-02-15,1926.122,158.3
16.02.1926,1926-02-16,1926.125,158.88
17.02.1926,1926-02-17,1926.128,160.05
18.02.1926,1926-02-18,1926.131,161.09
19.02.1926,1926-02-19,1926.133,160.92
20.02.1926,1926-02-20,1926.136,160.93
23.02.1926,1926-02-23,1926.144,158.83
24.02.1926,1926-02-24,1926.147,158.55
25.02.1926,1926-02-25,1926.15,156.54
26.02.1926,1926-02-26,1926.153,154.68
27.02.1926,1926-02-27,1926.156,154.45
01.03.1926,1926-03-01,1926.167,150.9
02.03.1926,1926-03-02,1926.169,147.06
03.03.1926,1926-03-03,1926.172,144.44
04.03.1926,1926-03-04,1926.175,150.76
05.03.1926,1926-03-05,1926.178,150.4
06.03.1926,1926-03-06,1926.181,149.86
08.03.1926,1926-03-08,1926.186,150.1
09.03.1926,1926-03-09,1926.189,151.27
10.03.1926,1926-03-10,1926.192,153.13
11.03.1926,1926-03-11,1926.194,153
12.03.1926,1926-03-12,1926.197,153.03
13.03.1926,1926-03-13,1926.2,150.07
15.03.1926,1926-03-15,1926.206,150.65
16.03.1926,1926-03-16,1926.208,149.88
17.03.1926,1926-03-17,1926.211,149.28
18.03.1926,1926-03-18,1926.214,146.32
19.03.1926,1926-03-19,1926.217,145.11
20.03.1926,1926-03-20,1926.219,144.8
22.03.1926,1926-03-22,1926.225,146.32
23.03.1926,1926-03-23,1926.228,143.86
24.03.1926,1926-03-24,1926.231,140.31
25.03.1926,1926-03-25,1926.233,140.81
26.03.1926,1926-03-26,1926.236,141.76
27.03.1926,1926-03-27,1926.239,139.02
29.03.1926,1926-03-29,1926.244,135.49
30.03.1926,1926-03-30,1926.247,135.2
31.03.1926,1926-03-31,1926.25,140.46
01.04.1926,1926-04-01,1926.25,140.35
03.04.1926,1926-04-03,1926.256,140.39
05.04.1926,1926-04-05,1926.261,141.08
06.04.1926,1926-04-06,1926.264,142.43
07.04.1926,1926-04-07,1926.267,141.97
08.04.1926,1926-04-08,1926.269,140.67
09.04.1926,1926-04-09,1926.272,140.95
10.04.1926,1926-04-10,1926.275,139.93
12.04.1926,1926-04-12,1926.281,136.53
13.04.1926,1926-04-13,1926.283,138.9
14.04.1926,1926-04-14,1926.286,136.36
15.04.1926,1926-04-15,1926.289,137.08
16.04.1926,1926-04-16,1926.292,136.27
17.04.1926,1926-04-17,1926.294,136.83
19.04.1926,1926-04-19,1926.3,136.91
20.04.1926,1926-04-20,1926.303,137.47
21.04.1926,1926-04-21,1926.306,139.91
22.04.1926,1926-04-22,1926.308,141.11
23.04.1926,1926-04-23,1926.311,142.55
24.04.1926,1926-04-24,1926.314,144.83
26.04.1926,1926-04-26,1926.319,142.93
27.04.1926,1926-04-27,1926.322,143.15
28.04.1926,1926-04-28,1926.325,144.55
29.04.1926,1926-04-29,1926.328,144.43
30.04.1926,1926-04-30,1926.331,143.71
01.05.1926,1926-05-01,1926.333,143.4
03.05.1926,1926-05-03,1926.339,140.53
04.05.1926,1926-05-04,1926.342,141.38
05.05.1926,1926-05-05,1926.344,141.49
06.05.1926,1926-05-06,1926.347,142.13
07.05.1926,1926-05-07,1926.35,140.1
08.05.1926,1926-05-08,1926.353,140.23
10.05.1926,1926-05-10,1926.358,138.87
11.05.1926,1926-05-11,1926.361,139.05
12.05.1926,1926-05-12,1926.364,139.78
13.05.1926,1926-05-13,1926.367,139.45
14.05.1926,1926-05-14,1926.369,138.84
15.05.1926,1926-05-15,1926.372,138.02
17.05.1926,1926-05-17,1926.378,137.97
18.05.1926,1926-05-18,1926.381,137.53
19.05.1926,1926-05-19,1926.383,137.16
20.05.1926,1926-05-20,1926.386,138.66
21.05.1926,1926-05-21,1926.389,140.27
22.05.1926,1926-05-22,1926.392,140.41
24.05.1926,1926-05-24,1926.397,141.16
25.05.1926,1926-05-25,1926.4,141.2
26.05.1926,1926-05-26,1926.403,141.64
27.05.1926,1926-05-27,1926.406,142.43
28.05.1926,1926-05-28,1926.408,143.43
01.06.1926,1926-06-01,1926.417,142.3
02.06.1926,1926-06-02,1926.419,143.55
03.06.1926,1926-06-03,1926.422,145.03
04.06.1926,1926-06-04,1926.425,145.28
05.06.1926,1926-06-05,1926.428,145.36
07.06.1926,1926-06-07,1926.433,145.56
08.06.1926,1926-06-08,1926.436,145.4
09.06.1926,1926-06-09,1926.439,145.56
10.06.1926,1926-06-10,1926.442,145.95
11.06.1926,1926-06-11,1926.444,147.21
12.06.1926,1926-06-12,1926.447,148.61
14.06.1926,1926-06-14,1926.453,150.13
15.06.1926,1926-06-15,1926.456,149.37
16.06.1926,1926-06-16,1926.458,151.31
17.06.1926,1926-06-17,1926.461,153.44
18.06.1926,1926-06-18,1926.464,151.92
19.06.1926,1926-06-19,1926.467,153.33
21.06.1926,1926-06-21,1926.472,154.03
22.06.1926,1926-06-22,1926.475,153.54
23.06.1926,1926-06-23,1926.478,151.45
24.06.1926,1926-06-24,1926.481,151.87
25.06.1926,1926-06-25,1926.483,150.8
26.06.1926,1926-06-26,1926.486,150.68
28.06.1926,1926-06-28,1926.492,151.08
29.06.1926,1926-06-29,1926.494,152.61
30.06.1926,1926-06-30,1926.497,153.04
01.07.1926,1926-07-01,1926.5,153.01
02.07.1926,1926-07-02,1926.503,154.15
06.07.1926,1926-07-06,1926.514,154.37
07.07.1926,1926-07-07,1926.517,155.05
08.07.1926,1926-07-08,1926.519,155.66
09.07.1926,1926-07-09,1926.522,153.74
10.07.1926,1926-07-10,1926.525,155.06
12.07.1926,1926-07-12,1926.531,155.58
13.07.1926,1926-07-13,1926.533,156.83
14.07.1926,1926-07-14,1926.536,157.12
15.07.1926,1926-07-15,1926.539,155.84
16.07.1926,1926-07-16,1926.542,157.81
17.07.1926,1926-07-17,1926.544,158.81
19.07.1926,1926-07-19,1926.55,158.94
20.07.1926,1926-07-20,1926.553,157.63
21.07.1926,1926-07-21,1926.556,156.41
22.07.1926,1926-07-22,1926.558,155.58
23.07.1926,1926-07-23,1926.561,155.43
24.07.1926,1926-07-24,1926.564,154.59
26.07.1926,1926-07-26,1926.569,155.71
27.07.1926,1926-07-27,1926.572,156.73
28.07.1926,1926-07-28,1926.575,159.33
29.07.1926,1926-07-29,1926.578,160.58
30.07.1926,1926-07-30,1926.581,160.18
31.07.1926,1926-07-31,1926.583,160.47
02.08.1926,1926-08-02,1926.586,161.84
03.08.1926,1926-08-03,1926.589,163.4
04.08.1926,1926-08-04,1926.592,163.23
05.08.1926,1926-08-05,1926.594,163.34
06.08.1926,1926-08-06,1926.597,164.16
07.08.1926,1926-08-07,1926.6,165.21
09.08.1926,1926-08-09,1926.606,166.14
10.08.1926,1926-08-10,1926.608,162.89
11.08.1926,1926-08-11,1926.611,161.68
12.08.1926,1926-08-12,1926.614,163.28
13.08.1926,1926-08-13,1926.617,164.85
14.08.1926,1926-08-14,1926.619,166.64
16.08.1926,1926-08-16,1926.625,166.1
17.08.1926,1926-08-17,1926.628,164.14
18.08.1926,1926-08-18,1926.631,164.41
19.08.1926,1926-08-19,1926.633,162.43
20.08.1926,1926-08-20,1926.636,162.06
21.08.1926,1926-08-21,1926.639,162.78
23.08.1926,1926-08-23,1926.644,163.41
24.08.1926,1926-08-24,1926.647,161.46
25.08.1926,1926-08-25,1926.65,160.41
26.08.1926,1926-08-26,1926.653,161.18
27.08.1926,1926-08-27,1926.656,161.36
28.08.1926,1926-08-28,1926.658,161.88
30.08.1926,1926-08-30,1926.664,161.83
31.08.1926,1926-08-31,1926.667,162.51
01.09.1926,1926-09-01,1926.667,163.93
02.09.1926,1926-09-02,1926.669,163.23
03.09.1926,1926-09-03,1926.672,163.75
07.09.1926,1926-09-07,1926.683,166.1
08.09.1926,1926-09-08,1926.686,165.05
09.09.1926,1926-09-09,1926.689,164.94
10.09.1926,1926-09-10,1926.692,163.35
11.09.1926,1926-09-11,1926.694,162.16
13.09.1926,1926-09-13,1926.7,158.97
14.09.1926,1926-09-14,1926.703,160.57
15.09.1926,1926-09-15,1926.706,159.35
16.09.1926,1926-09-16,1926.708,158.71
17.09.1926,1926-09-17,1926.711,156.74
18.09.1926,1926-09-18,1926.714,157.86
20.09.1926,1926-09-20,1926.719,156.26
21.09.1926,1926-09-21,1926.722,157.56
22.09.1926,1926-09-22,1926.725,156.65
23.09.1926,1926-09-23,1926.728,156.96
24.09.1926,1926-09-24,1926.731,158.65
25.09.1926,1926-09-25,1926.733,159.27
27.09.1926,1926-09-27,1926.739,158.42
28.09.1926,1926-09-28,1926.742,158.01
29.09.1926,1926-09-29,1926.744,157.71
30.09.1926,1926-09-30,1926.747,158.19
01.10.1926,1926-10-01,1926.75,159.69
02.10.1926,1926-10-02,1926.753,159.64
04.10.1926,1926-10-04,1926.758,156.78
05.10.1926,1926-10-05,1926.761,154.86
06.10.1926,1926-10-06,1926.764,153.99
07.10.1926,1926-10-07,1926.767,152.5
08.10.1926,1926-10-08,1926.769,153.39
09.10.1926,1926-10-09,1926.772,151.18
11.10.1926,1926-10-11,1926.778,149.35
13.10.1926,1926-10-13,1926.783,150.78
14.10.1926,1926-10-14,1926.786,152.1
15.10.1926,1926-10-15,1926.789,147.95
16.10.1926,1926-10-16,1926.792,146.85
18.10.1926,1926-10-18,1926.797,148.2
19.10.1926,1926-10-19,1926.8,145.66
20.10.1926,1926-10-20,1926.803,146.73
21.10.1926,1926-10-21,1926.806,149.38
22.10.1926,1926-10-22,1926.808,148.51
23.10.1926,1926-10-23,1926.811,149.56
25.10.1926,1926-10-25,1926.817,148.78
26.10.1926,1926-10-26,1926.819,149.35
27.10.1926,1926-10-27,1926.822,151.87
28.10.1926,1926-10-28,1926.825,151.45
29.10.1926,1926-10-29,1926.828,150.76
30.10.1926,1926-10-30,1926.831,150.38
01.11.1926,1926-11-01,1926.833,150.51
03.11.1926,1926-11-03,1926.839,151.23
04.11.1926,1926-11-04,1926.842,152.76
05.11.1926,1926-11-05,1926.844,152.88
06.11.1926,1926-11-06,1926.847,153.03
08.11.1926,1926-11-08,1926.853,154.78
09.11.1926,1926-11-09,1926.856,154.82
10.11.1926,1926-11-10,1926.858,153.41
11.11.1926,1926-11-11,1926.861,154.66
12.11.1926,1926-11-12,1926.864,155
13.11.1926,1926-11-13,1926.867,154.58
15.11.1926,1926-11-15,1926.872,155
16.11.1926,1926-11-16,1926.875,156.53
17.11.1926,1926-11-17,1926.878,155.15
18.11.1926,1926-11-18,1926.881,154.51
19.11.1926,1926-11-19,1926.883,152.86
20.11.1926,1926-11-20,1926.886,153.95
22.11.1926,1926-11-22,1926.892,155.01
23.11.1926,1926-11-23,1926.894,155.83
24.11.1926,1926-11-24,1926.897,155.73
26.11.1926,1926-11-26,1926.903,157.37
27.11.1926,1926-11-27,1926.906,156.43
29.11.1926,1926-11-29,1926.911,155.93
30.11.1926,1926-11-30,1926.914,156.55
01.12.1926,1926-12-01,1926.917,157.31
02.12.1926,1926-12-02,1926.919,158
03.12.1926,1926-12-03,1926.922,158.5
04.12.1926,1926-12-04,1926.925,159.05
06.12.1926,1926-12-06,1926.931,159.3
07.12.1926,1926-12-07,1926.933,158.86
08.12.1926,1926-12-08,1926.936,158.35
09.12.1926,1926-12-09,1926.939,158.94
10.12.1926,1926-12-10,1926.942,159.61
11.12.1926,1926-12-11,1926.944,159.89
13.12.1926,1926-12-13,1926.95,160.01
14.12.1926,1926-12-14,1926.953,160.65
15.12.1926,1926-12-15,1926.956,160.63
16.12.1926,1926-12-16,1926.958,159.32
17.12.1926,1926-12-17,1926.961,160.66
18.12.1926,1926-12-18,1926.964,161.86
20.12.1926,1926-12-20,1926.969,160.75
21.12.1926,1926-12-21,1926.972,160.46
22.12.1926,1926-12-22,1926.975,160.29
23.12.1926,1926-12-23,1926.978,160.22
